close,high,low,open,time,volume
2515.9,2518.85,2515.15,2515.25,1749308400,79660
2515.2,2517.55,2512.3,2517.15,1749307500,127147
2517.0,2518.0,2507.4,2507.4,1749306600,385349
2507.55,2511.75,2504.75,2511.4,1749305700,147724
2511.4,2512.65,2504.0,2506.75,1749304800,204365
2506.7,2514.0,2506.1,2507.65,1749303900,298156
2507.65,2508.55,2501.95,2504.8,1749303000,199043
2504.9,2509.95,2502.15,2504.7,1749302100,258874
2504.8,2506.6,2491.9,2497.4,1749301200,282004
2497.3,2505.95,2495.65,2505.5,1749300300,189642
2505.45,2506.45,2496.2,2497.75,1749299400,264055
2497.85,2498.25,2493.25,2494.4,1749298500,67800
2494.55,2497.0,2492.5,2495.3,1749297600,105868
2494.65,2497.6,2492.35,2497.6,1749296700,130242
2497.6,2500.95,2494.7,2496.5,1749295800,155979
2496.6,2500.25,2492.6,2493.45,1749294900,138734
2493.45,2496.05,2492.0,2494.35,1749294000,80103
2494.35,2496.15,2487.3,2491.1,1749293100,187073
2491.2,2494.8,2490.35,2494.2,1749292200,95528
2494.1,2495.0,2488.45,2489.0,1749291300,202110
2489.0,2489.25,2483.9,2485.5,1749290400,109114
2485.2,2487.1,2483.85,2484.4,1749289500,48737
2484.5,2488.9,2484.35,2488.25,1749288600,72346
2488.25,2489.85,2483.5,2487.0,1749287700,109493
2487.0,2487.7,2482.2,2483.05,1749286800,117430
2483.05,2487.35,2481.25,2485.9,1749285900,176229
2486.0,2488.7,2485.75,2488.0,1749285000,72673
2488.1,2489.5,2483.75,2486.7,1749284100,154177
2486.7,2491.75,2486.05,2490.65,1749283200,100065
2490.65,2492.4,2488.55,2491.65,1749282300,90167
2492.0,2495.65,2491.35,2491.5,1749281400,94494
2491.55,2496.55,2486.4,2491.4,1749280500,213735
2491.05,2501.4,2489.45,2501.0,1749279600,211165
2500.9,2501.0,2487.9,2488.65,1749278700,378648
2488.7,2489.85,2483.9,2484.05,1749277800,128434
2483.95,2488.5,2483.3,2487.1,1749276900,154610
2487.1,2493.85,2486.45,2493.4,1749276000,189285
2493.4,2495.5,2491.3,2493.0,1749275100,180750
2492.9,2493.6,2486.0,2488.3,1749274200,138114
2488.3,2490.0,2484.85,2488.3,1749273300,73278
2488.25,2490.0,2484.6,2489.45,1749272400,145906
2489.45,2489.9,2485.7,2488.0,1749271500,116393
2487.95,2488.6,2479.2,2483.2,1749270600,201849
2483.0,2486.75,2481.8,2482.45,1749269700,148920
2482.55,2489.1,2481.9,2488.4,1749268800,149847
2488.5,2493.0,2486.8,2490.0,1749267900,142867
2490.15,2492.25,2485.65,2489.75,1749267000,108877
2489.85,2492.4,2483.4,2486.15,1749266100,170718
2486.1,2487.9,2477.1,2479.6,1749265200,174494
2479.55,2481.85,2470.45,2471.4,1749264300,128984
2471.1,2474.3,2469.95,2472.9,1749263400,40985
2473.0,2475.4,2470.55,2470.6,1749262500,75816
2469.95,2471.75,2467.55,2470.2,1749261600,69455
2470.65,2474.25,2470.2,2470.2,1749260700,81712
2470.2,2472.5,2465.7,2470.85,1749259800,122766
2470.55,2479.15,2470.4,2478.8,1749258900,72932
2479.0,2480.5,2472.85,2480.35,1749258000,81522
2480.5,2482.5,2470.0,2473.15,1749257100,128713
2473.15,2475.45,2465.9,2466.6,1749256200,129679
2466.75,2468.55,2456.3,2463.45,1749255300,178797
2463.45,2477.2,2462.3,2475.9,1749254400,160926
2475.9,2481.45,2474.05,2479.5,1749253500,33062
2479.5,2481.3,2477.15,2478.15,1749252600,41406
2478.25,2479.25,2472.45,2472.85,1749251700,28048
2473.0,2482.7,2472.15,2481.65,1749250800,75240
2481.9,2483.95,2476.9,2479.3,1749249900,35815
2479.95,2488.2,2476.85,2487.95,1749249000,77145
2488.2,2489.35,2482.25,2486.5,1749248100,39379
2486.55,2493.05,2484.55,2491.35,1749247200,40388
2491.15,2498.5,2490.45,2497.9,1749246300,24406
2498.1,2498.1,2490.15,2490.75,1749245400,29395
2490.65,2492.95,2486.65,2488.45,1749244500,41434
2488.75,2499.6,2487.7,2499.35,1749243600,74016
2498.95,2504.35,2494.6,2504.35,1749242700,93771
2504.45,2507.0,2492.65,2494.2,1749241800,136365
2494.2,2496.35,2491.15,2492.65,1749240900,65867
2492.65,2494.5,2481.5,2483.55,1749240000,123690
2483.45,2495.0,2483.05,2492.15,1749239100,133933
2492.25,2493.1,2486.0,2489.1,1749238200,115357
2489.45,2499.45,2488.7,2499.0,1749237300,90813
2498.7,2501.95,2493.05,2494.0,1749236400,196348
2494.3,2496.65,2490.95,2494.45,1749235500,84817
2494.35,2495.55,2488.05,2489.45,1749234600,141133
2489.55,2497.8,2487.9,2492.95,1749233700,196981
2493.05,2503.5,2491.55,2499.1,1749232800,361053
2498.9,2501.3,2485.35,2486.9,1749231900,335343
2486.9,2490.5,2482.65,2489.0,1749231000,259324
2489.0,2497.55,2483.9,2489.8,1749230100,290902
2489.8,2498.0,2484.9,2496.85,1749229200,392937
2497.0,2508.2,2491.5,2503.0,1749228300,340029
2503.5,2513.2,2499.05,2507.0,1749227400,242800
2507.15,2513.45,2503.75,2506.65,1749226500,253420
2506.45,2517.95,2505.65,2508.75,1749225600,440569
2508.75,2509.55,2500.25,2500.25,1749224700,259943
2500.25,2511.85,2495.45,2507.75,1749223800,511263
2508.0,2530.15,2505.55,2524.55,1749222900,578647
2524.5,2526.45,2512.5,2518.1,1749222000,421668
2518.1,2523.8,2513.15,2517.95,1749221100,387099
2518.15,2518.2,2500.5,2506.7,1749220200,329970
2506.6,2514.5,2502.0,2509.0,1749219300,314227
2509.0,2510.3,2493.8,2502.55,1749218400,368190
2502.75,2519.3,2499.0,2499.05,1749217500,605142
2499.0,2507.75,2479.65,2482.0,1749216600,736657
2481.7,2486.2,2478.5,2485.15,1749215700,230478
2485.15,2488.3,2474.85,2474.85,1749214800,245484
2474.6,2479.7,2472.55,2473.0,1749213900,218947
2472.75,2499.0,2466.2,2477.85,1749213000,815544
2477.85,2479.4,2473.15,2478.85,1749212100,123170
2479.2,2479.8,2472.6,2475.35,1749211200,179258
2475.6,2481.65,2473.0,2480.45,1749210300,151377
2480.45,2484.1,2471.35,2483.4,1749209400,422316
2483.5,2492.35,2482.65,2484.05,1749208500,301270
2484.15,2487.3,2479.0,2480.55,1749207600,167103
2481.05,2485.35,2479.0,2481.7,1749206700,158482
2481.7,2482.4,2476.25,2480.25,1749205800,256209
2480.15,2486.4,2475.65,2478.35,1749204900,318089
2478.25,2479.2,2467.65,2468.0,1749204000,193372
2467.9,2473.85,2467.1,2473.3,1749203100,165457
2473.05,2475.75,2470.95,2473.4,1749202200,158052
2472.95,2481.5,2462.8,2463.3,1749201300,480590
2463.15,2464.35,2459.1,2460.45,1749200400,71384
2460.65,2464.15,2459.45,2462.9,1749199500,51831
