,time,volume,Timestamp,close,open,high,low,RF_BuySignal,RF_SellSignal,rsi_buy,rsi_sell,gaizy_color,GreenArrow,RedArrow
1970-01-01 00:00:00.000000022,1748368800,16723,2025-05-27 18:00:00,2698.8499999999995,2692.028585770726,2707.35,2692.028585770726,0,0,False,False,black,False,False
1970-01-01 00:00:00.000000023,1748369700,11197,2025-05-27 18:15:00,2692.0625,2695.4392928853626,2703.05,2683.0,0,0,False,True,black,False,False
1970-01-01 00:00:00.000000024,1748370600,14800,2025-05-27 18:30:00,2682.4125,2693.7508964426816,2693.7508964426816,2674.8,0,0,False,False,black,False,False
1970-01-01 00:00:00.000000025,1748371500,5980,2025-05-27 18:45:00,2681.225,2688.081698221341,2688.081698221341,2679.05,0,0,False,False,black,False,False
1970-01-01 00:00:00.000000026,1748372400,12079,2025-05-27 19:00:00,2679.3999999999996,2684.65334911067,2684.9,2673.7,0,1,False,False,black,False,False
1970-01-01 00:00:00.000000027,1748373300,1555,2025-05-27 19:15:00,2680.4125000000004,2682.026674555335,2683.3,2678.9,0,0,False,False,black,False,False
1970-01-01 00:00:00.000000028,1748374200,7524,2025-05-27 19:30:00,2678.675,2681.2195872776674,2682.3,2671.05,0,0,False,False,black,False,False
1970-01-01 00:00:00.000000029,1748375100,4485,2025-05-27 19:45:00,2683.775,2679.947293638834,2686.7,2679.947293638834,0,0,False,False,black,False,False
1970-01-01 00:00:00.000000030,1748376000,6053,2025-05-27 20:00:00,2688.5625,2681.8611468194167,2692.75,2681.8611468194167,0,0,False,False,black,False,False
1970-01-01 00:00:00.000000031,1748376900,3790,2025-05-27 20:15:00,2684.5,2685.2118234097084,2688.15,2680.0,0,0,False,False,black,False,False
1970-01-01 00:00:00.000000032,1748377800,8215,2025-05-27 20:30:00,2671.8375,2684.8559117048544,2684.8559117048544,2665.0,0,0,False,False,black,False,True
1970-01-01 00:00:00.000000033,1748378700,7540,2025-05-27 20:45:00,2668.0875,2678.3467058524275,2678.3467058524275,2663.3,0,0,False,False,black,False,False
1970-01-01 00:00:00.000000034,1748379600,985,2025-05-27 21:00:00,2671.4125,2673.2171029262136,2674.9,2667.95,0,0,False,False,black,False,False
1970-01-01 00:00:00.000000035,1748380500,3460,2025-05-27 21:15:00,2667.575,2672.314801463107,2673.45,2658.3,0,0,False,False,black,False,False
1970-01-01 00:00:00.000000036,1748381400,1813,2025-05-27 21:30:00,2663.425,2669.9449007315534,2669.9449007315534,2658.35,0,0,False,False,black,False,False
1970-01-01 00:00:00.000000037,1748382300,148,2025-05-27 21:45:00,2661.2125,2666.684950365777,2666.684950365777,2658.7,0,0,False,False,black,False,False
1970-01-01 00:00:00.000000038,1748383200,1203,2025-05-27 22:00:00,2661.675,2663.9487251828887,2668.1,2657.2,0,0,False,False,black,False,False
1970-01-01 00:00:00.000000039,1748384100,3101,2025-05-27 22:15:00,2659.3624999999997,2662.8118625914444,2663.15,2652.9,0,0,False,False,black,False,False
1970-01-01 00:00:00.000000040,1748385000,1507,2025-05-27 22:30:00,2662.3125,2661.087181295722,2664.95,2659.0,0,0,False,False,black,False,False
1970-01-01 00:00:00.000000041,1748385900,1492,2025-05-27 22:45:00,2662.5,2661.699840647861,2667.0,2658.55,0,0,False,False,black,False,False
1970-01-01 00:00:00.000000042,1748386800,322,2025-05-27 23:00:00,2660.125,2662.0999203239307,2662.85,2658.1,0,0,False,False,black,False,False
1970-01-01 00:00:00.000000043,1748387700,2155,2025-05-27 23:15:00,2656.1875,2661.1124601619654,2661.2,2651.55,0,0,False,False,black,False,True
1970-01-01 00:00:00.000000044,1748388600,1513,2025-05-27 23:30:00,2656.975,2658.6499800809825,2663.5,2651.7,0,0,False,False,black,False,False
1970-01-01 00:00:00.000000045,1748389500,3173,2025-05-27 23:45:00,2660.6625,2657.812490040491,2662.25,2657.812490040491,0,0,False,False,black,False,False
