,Close,High,Low,Open,time,Volume,Timestamp,RSI,RSI_Smoothed,RSI_Momentum,Signal_Color,Long_Signal,Short_Signal,IsIB,BoxHigh,BoxLow,GreenArrow,RedArrow,BarColor,RF_UpperBand,RF_LowerBand,RF_Filter,RF_Trend,RF_BuySignal,RF_SellSignal
1970-01-01 00:00:00.000002864,110736.7,110780.7,110684.0,110745.3,1747978800,1309,2025-05-23 05:40:00,66.34330006936152,68.00927939691263,-1.6659793275511134,WEAK_BEAR,0,0,True,110790.5,110732.2,False,False,orange,110776.89995409208,110657.84233118684,110717.37114263946,1.0,0,0
1970-01-01 00:00:00.000002863,110766.0,110769.2,110663.9,110666.5,1747978500,1550,2025-05-23 05:35:00,68.02844442107101,68.01886190899182,0.009582512079191474,STRONG_BULL,0,0,False,,,False,False,,110776.89995409208,110657.84233118684,110717.37114263946,1.0,0,0
1970-01-01 00:00:00.000002862,110663.1,110730.3,110610.0,110675.2,1747978200,3659,2025-05-23 05:30:00,56.90967061619733,62.46426626259458,-5.554595646397246,WEAK_BEAR,0,0,False,,,False,False,,110776.89995409208,110657.84233118684,110717.37114263946,1.0,0,0
1970-01-01 00:00:00.000002861,110671.4,110809.3,110634.0,110809.3,1747977900,2662,2025-05-23 05:25:00,57.531757227619906,59.99801174510724,-2.466254517487336,WEAK_BEAR,0,0,False,,,False,False,,110776.89995409208,110657.84233118684,110717.37114263946,1.0,0,0
1970-01-01 00:00:00.000002860,110811.8,110843.6,110727.3,110812.3,1747977600,2766,2025-05-23 05:20:00,66.59574542683126,63.29687858596925,3.2988668408620114,STRONG_BULL,0,0,False,,,False,False,,110776.89995409208,110657.84233118684,110717.37114263946,1.0,0,0
1970-01-01 00:00:00.000002859,110819.1,110843.3,110774.2,110828.5,1747977300,2139,2025-05-23 05:15:00,67.0026081458665,65.14974336591789,1.8528647799486322,STRONG_BULL,0,0,True,110843.6,110727.3,False,False,orange,110776.89995409208,110657.84233118684,110717.37114263946,1.0,0,0
1970-01-01 00:00:00.000002858,110832.5,110847.2,110808.8,110828.8,1747977000,2040,2025-05-23 05:10:00,67.80245762190418,66.47610049391103,1.3263571279931483,STRONG_BULL,0,0,True,110843.6,110727.3,False,False,orange,110776.89995409208,110657.84233118684,110717.37114263946,1.0,0,0
1970-01-01 00:00:00.000002857,110824.3,110905.6,110648.9,110739.5,1747976700,4164,2025-05-23 05:05:00,66.70309446811015,66.5895974810106,0.11349698709956613,STRONG_BULL,0,0,False,,,False,False,,110776.89995409208,110657.84233118684,110717.37114263946,1.0,0,0
1970-01-01 00:00:00.000002856,110739.4,110830.2,110739.4,110793.6,1747976400,2144,2025-05-23 05:00:00,56.216980269697295,61.40328887535395,-5.186308605656649,WEAK_BEAR,0,0,True,110905.6,110648.9,False,False,orange,110776.89995409208,110657.84233118684,110717.37114263946,1.0,0,0
1970-01-01 00:00:00.000002855,110793.7,110793.7,110650.0,110765.6,1747976100,1808,2025-05-23 04:55:00,60.616748502972996,61.01001868916347,-0.3932701861904775,WEAK_BEAR,0,0,True,110905.6,110648.9,False,False,orange,110776.89995409208,110657.84233118684,110717.37114263946,1.0,0,0
1970-01-01 00:00:00.000002854,110765.6,110789.5,110692.3,110706.6,1747975800,2519,2025-05-23 04:50:00,57.30555333742553,59.1577860132945,-1.8522326758689758,WEAK_BEAR,0,0,True,110905.6,110648.9,False,False,orange,110776.89995409208,110657.84233118684,110717.37114263946,1.0,0,0
1970-01-01 00:00:00.000002853,110722.2,110764.4,110572.3,110581.7,1747975500,4089,2025-05-23 04:45:00,52.394044114519936,55.77591506390722,-3.3818709493872774,WEAK_BEAR,0,0,False,,,False,False,,110776.89995409208,110657.84233118684,110717.37114263946,1.0,0,0
1970-01-01 00:00:00.000002852,110581.7,110609.4,110507.3,110566.4,1747975200,2000,2025-05-23 04:40:00,40.04766652803328,47.91179079597025,-7.8641242679369725,STRONG_BEAR,0,1,False,,,False,False,,110790.64777405823,110607.08077706228,110698.86427556025,-1.0,0,1
1970-01-01 00:00:00.000002851,110582.3,110743.9,110485.4,110743.9,1747974900,7716,2025-05-23 04:35:00,40.11462581457777,44.013208305274006,-3.898582490696242,STRONG_BEAR,0,0,False,,,False,False,,110790.64777405823,110607.08077706228,110698.86427556025,-1.0,0,0
1970-01-01 00:00:00.000002850,110700.0,110799.1,110574.1,110799.1,1747974600,4565,2025-05-23 04:30:00,51.83885354888408,47.92603092707904,3.9128226218050344,WEAK_BULL,0,0,False,,,False,False,,110790.64777405823,110607.08077706228,110698.86427556025,-1.0,0,0
1970-01-01 00:00:00.000002849,110763.0,110799.8,110670.9,110718.2,1747974300,2587,2025-05-23 04:25:00,56.86168114358332,52.39385603533118,4.467825108252143,STRONG_BULL,0,0,True,110799.1,110574.1,False,False,orange,110790.64777405823,110607.08077706228,110698.86427556025,-1.0,0,0
1970-01-01 00:00:00.000002848,110718.2,110876.6,110700.1,110870.1,1747974000,7286,2025-05-23 04:20:00,52.53278804951113,52.463322042421154,0.06946600708997153,STRONG_BULL,0,0,False,,,False,False,,110790.64777405823,110607.08077706228,110698.86427556025,-1.0,0,0
1970-01-01 00:00:00.000002847,110886.6,110997.4,110857.1,110971.8,1747973700,2948,2025-05-23 04:15:00,63.984455216920054,58.223888629670604,5.76056658724945,STRONG_BULL,0,0,False,,,False,False,,110854.61592468608,110628.47227915237,110741.54410191922,1.0,1,0
1970-01-01 00:00:00.000002846,110971.7,111007.8,110950.1,110994.4,1747973400,2323,2025-05-23 04:10:00,68.28117514291446,63.25253188629253,5.028643256621926,STRONG_BULL,0,0,True,110997.4,110857.1,False,False,orange,110932.67197489536,110685.59344716894,110809.13271103214,1.0,0,0
1970-01-01 00:00:00.000002845,110994.5,111127.5,110969.1,111119.5,1747973100,2065,2025-05-23 04:05:00,69.3690291043882,66.31078049534037,3.058248609047837,STRONG_BULL,0,0,False,,,False,False,,110973.89065829845,110715.28483493076,110844.58774661459,1.0,0,0
1970-01-01 00:00:00.000002844,111119.5,111128.6,111019.0,111043.9,1747972800,965,2025-05-23 04:00:00,74.66259474778668,70.48668762156353,4.175907126223166,STRONG_BULL,0,0,True,111127.5,110969.1,False,False,orange,111070.96355276614,110802.37741511357,110936.67048393984,1.0,0,0
1970-01-01 00:00:00.000002843,111065.4,111107.4,111055.4,111092.6,1747972500,1255,2025-05-23 03:55:00,68.93378489566479,69.71023625861416,-0.7764513629493734,WEAK_BEAR,0,0,True,111127.5,110969.1,False,False,orange,111070.96355276614,110802.37741511357,110936.67048393984,1.0,0,0
1970-01-01 00:00:00.000002842,111092.6,111140.1,111064.5,111114.0,1747972200,4977,2025-05-23 03:50:00,70.21066823234534,69.96045224547976,0.250215986865598,STRONG_BULL,0,0,False,,,False,False,,111070.96355276614,110802.37741511357,110936.67048393984,1.0,0,0
1970-01-01 00:00:00.000002841,111134.2,111134.2,111053.0,111087.7,1747971900,947,2025-05-23 03:45:00,72.15550910622733,71.05798067585354,1.0975284303737851,STRONG_BULL,0,0,True,111140.1,111064.5,False,False,orange,111113.12118425537,110830.96410405554,110972.04264415544,1.0,0,0
1970-01-01 00:00:00.000002840,111087.6,111124.5,111087.6,111103.4,1747971600,1349,2025-05-23 03:40:00,66.73284124571603,68.89541096078479,-2.1625697150687557,WEAK_BEAR,0,0,True,111140.1,111064.5,False,False,orange,111113.12118425537,110830.96410405554,110972.04264415544,1.0,0,0
1970-01-01 00:00:00.000002839,111080.0,111118.3,111006.2,111006.2,1747971300,2703,2025-05-23 03:35:00,65.8362514927336,67.36583122675918,-1.529579734025603,WEAK_BEAR,0,0,False,,,False,False,,111113.12118425537,110830.96410405554,110972.04264415544,1.0,0,0
1970-01-01 00:00:00.000002838,111008.9,111049.9,110961.8,110982.9,1747971000,1893,2025-05-23 03:30:00,57.76839840539686,62.56711481607802,-4.798716410681166,WEAK_BEAR,0,0,False,,,False,False,,111113.12118425537,110830.96410405554,110972.04264415544,1.0,0,0
1970-01-01 00:00:00.000002837,110989.3,111172.6,110980.7,111172.6,1747970700,2393,2025-05-23 03:25:00,55.67850371512591,59.122809265601965,-3.4443055504760522,WEAK_BEAR,0,0,False,,,False,False,,111113.12118425537,110830.96410405554,110972.04264415544,1.0,0,0
1970-01-01 00:00:00.000002836,111176.9,111239.3,111161.9,111167.0,1747970400,972,2025-05-23 03:20:00,67.99293133041284,63.5578702980074,4.435061032405436,STRONG_BULL,0,0,False,,,False,False,,111155.64039475178,110865.41646055554,111010.52842765365,1.0,0,0
1970-01-01 00:00:00.000002835,111167.1,111173.6,111125.6,111149.0,1747970100,1417,2025-05-23 03:15:00,66.91381970651187,65.23584500225964,1.677974704252236,STRONG_BULL,0,0,False,,,False,False,,111155.64039475178,110865.41646055554,111010.52842765365,1.0,0,0
1970-01-01 00:00:00.000002834,111153.7,111182.3,111121.6,111145.9,1747969800,1629,2025-05-23 03:10:00,65.33836089239668,65.28710294732815,0.05125794506851378,STRONG_BULL,0,0,True,111173.6,111125.6,False,False,orange,111155.64039475178,110865.41646055554,111010.52842765365,1.0,0,0
1970-01-01 00:00:00.000002833,111142.3,111286.0,111135.2,111286.0,1747969500,3470,2025-05-23 03:05:00,63.91584441108264,64.6014736792054,-0.6856292681227529,WEAK_BEAR,0,0,False,,,False,False,,111155.64039475178,110865.41646055554,111010.52842765365,1.0,0,0
1970-01-01 00:00:00.000002832,111286.0,111316.0,111209.5,111209.5,1747969200,2536,2025-05-23 03:00:00,72.3477978832337,68.47463578121955,3.873162102014149,STRONG_BULL,0,0,True,111286.0,111135.2,False,False,orange,111242.54679825058,110949.06504268711,111095.80592046885,1.0,0,0
1970-01-01 00:00:00.000002831,111213.9,111216.3,111128.7,111173.8,1747968900,1438,2025-05-23 02:55:00,64.0092507917818,66.24194328650067,-2.2326924947188758,WEAK_BEAR,0,0,False,,,False,False,,111242.54679825058,110949.06504268711,111095.80592046885,1.0,0,0
1970-01-01 00:00:00.000002830,111173.8,111197.0,111135.1,111197.0,1747968600,2881,2025-05-23 02:50:00,59.75332776655791,62.997635526529294,-3.2443077599713774,WEAK_BEAR,0,0,True,111216.3,111128.7,False,False,orange,111242.54679825058,110949.06504268711,111095.80592046885,1.0,0,0
