,time,volume,Timestamp,close,open,high,low,RF_BuySignal,RF_SellSignal,atr,GreenArrow,RedArrow,BarIndex
1970-01-01 00:00:00.000000000,1749365400,64533,2025-06-08 06:50:00,2.20805,2.2083000000000004,0.0,0.0,0,0,0.0,False,False,
1970-01-01 00:00:00.000000001,1749365700,64278,2025-06-08 06:55:00,2.205525,2.208175,2.208175,2.204,0,0,0.00208750000000002,False,False,1.0
1970-01-01 00:00:00.000000002,1749366000,99622,2025-06-08 07:00:00,2.20845,2.20685,2.2126,2.2044,1,0,0.004125000000000008,False,False,1.0
1970-01-01 00:00:00.000000003,1749366300,113638,2025-06-08 07:05:00,2.214225,2.20765,2.2182,2.20765,0,0,0.0057312499999999655,False,False,1.0
1970-01-01 00:00:00.000000004,1749366600,83581,2025-06-08 07:10:00,2.2143,2.2109375,2.2159,2.2109375,0,0,0.005577499999999969,False,False,1.0
1970-01-01 00:00:00.000000005,1749366900,77354,2025-06-08 07:15:00,2.21515,2.21261875,2.2194,2.21261875,0,0,0.005778124999999967,False,False,2.0
1970-01-01 00:00:00.000000006,1749367200,31564,2025-06-08 07:20:00,2.2144,2.213884375,2.2174,2.2125,0,0,0.005652678571428561,False,False,3.0
1970-01-01 00:00:00.000000007,1749367500,148604,2025-06-08 07:25:00,2.209075,2.2141421875000002,2.2141421875000002,2.2028,0,1,0.006396093749999998,False,False,4.0
1970-01-01 00:00:00.000000008,1749367800,88815,2025-06-08 07:30:00,2.20695,2.2116085937500003,2.2116085937500003,2.2036,0,0,0.006575260416666722,False,True,5.0
1970-01-01 00:00:00.000000009,1749368100,107431,2025-06-08 07:35:00,2.20575,2.209279296875,2.209279296875,2.2016,0,0,0.006685664062500063,False,False,1.0
1970-01-01 00:00:00.000000010,1749368400,81206,2025-06-08 07:40:00,2.203525,2.2075146484375,2.2075146484375,2.2016,0,0,0.006615571732954593,False,True,2.0
1970-01-01 00:00:00.000000011,1749368700,49167,2025-06-08 07:45:00,2.2029750000000003,2.20551982421875,2.20551982421875,2.2019,0,0,0.006365926106770854,False,False,1.0
1970-01-01 00:00:00.000000012,1749369000,66595,2025-06-08 07:50:00,2.205775,2.204247412109375,2.2088,2.2041,0,0,0.006324316406250001,False,False,2.0
1970-01-01 00:00:00.000000013,1749369300,19197,2025-06-08 07:55:00,2.20595,2.205011206054688,2.2071,2.204,0,0,0.006094008091517849,False,False,3.0
1970-01-01 00:00:00.000000014,1749369600,95142,2025-06-08 08:00:00,2.2101249999999997,2.205480603027344,2.2143,2.205480603027344,1,0,0.006723965018136134,True,False,4.0
1970-01-01 00:00:00.000000015,1749369900,50246,2025-06-08 08:05:00,2.2138999999999998,2.207802801513672,2.2155,2.207802801513672,0,0,0.0069755506243024245,False,False,1.0
1970-01-01 00:00:00.000000016,1749370200,78419,2025-06-08 08:10:00,2.215525,2.2108514007568356,2.217,2.2108514007568356,0,0,0.006829021998814173,True,False,2.0
1970-01-01 00:00:00.000000017,1749370500,54757,2025-06-08 08:15:00,2.216525,2.2131882003784176,2.218,2.2131882003784176,0,0,0.006419150543212927,False,False,1.0
1970-01-01 00:00:00.000000018,1749370800,37892,2025-06-08 08:20:00,2.2154249999999998,2.2148566001892087,2.2166,2.2137,0,0,0.006271829114641525,False,False,2.0
1970-01-01 00:00:00.000000019,1749371100,37742,2025-06-08 08:25:00,2.214825,2.2151408000946042,2.2161,2.2134,0,0,0.005980311257498665,False,False,3.0
1970-01-01 00:00:00.000000020,1749371400,55200,2025-06-08 08:30:00,2.215675,2.214982900047302,2.2165,2.2144,0,0,0.005780311257498656,False,False,4.0
1970-01-01 00:00:00.000000021,1749371700,61395,2025-06-08 08:35:00,2.2131499999999997,2.2153289500236513,2.2154,2.2106,0,0,0.005314239828927235,False,False,5.0
1970-01-01 00:00:00.000000022,1749372000,25185,2025-06-08 08:40:00,2.2108000000000003,2.2142394750118255,2.2142394750118255,2.2097,0,0,0.005066445633343289,False,True,6.0
1970-01-01 00:00:00.000000023,1749372300,23245,2025-06-08 08:45:00,2.2124,2.2125197375059127,2.2147,2.2101,0,0,0.004846495856557561,False,False,1.0
1970-01-01 00:00:00.000000024,1749372600,75322,2025-06-08 08:50:00,2.2152249999999998,2.2124598687529566,2.2169,2.2124598687529566,0,0,0.004745449539593264,True,False,2.0
1970-01-01 00:00:00.000000025,1749372900,51568,2025-06-08 08:55:00,2.21255,2.2138424343764784,2.215,2.2096,0,0,0.004888676381111123,False,False,1.0
1970-01-01 00:00:00.000000026,1749373200,31001,2025-06-08 09:00:00,2.21,2.213196217188239,2.213196217188239,2.2083,0,0,0.0048223347516996385,False,True,2.0
1970-01-01 00:00:00.000000027,1749373500,76428,2025-06-08 09:05:00,2.2075250000000004,2.2115981085941194,2.2115981085941194,2.2061,0,1,0.004993628222708165,False,False,1.0
1970-01-01 00:00:00.000000028,1749373800,103564,2025-06-08 09:10:00,2.2059500000000005,2.2095615542970597,2.2095615542970597,2.2041,0,0,0.004753782317308434,False,False,1.0
1970-01-01 00:00:00.000000029,1749374100,67536,2025-06-08 09:15:00,2.206625,2.20775577714853,2.2086,2.2032,0,0,0.0045896967111421615,False,False,1.0
1970-01-01 00:00:00.000000030,1749374400,31660,2025-06-08 09:20:00,2.20845,2.207190388574265,2.2095,2.207190388574265,0,0,0.004355868193773268,False,False,2.0
1970-01-01 00:00:00.000000031,1749374700,136092,2025-06-08 09:25:00,2.204225,2.2078201942871325,2.2089,2.1975,0,0,0.004826453935088816,False,False,3.0
1970-01-01 00:00:00.000000032,1749375000,129829,2025-06-08 09:30:00,2.203175,2.2060225971435665,2.2060225971435665,2.2003,0,0,0.00502806801677212,False,True,4.0
1970-01-01 00:00:00.000000033,1749375300,47649,2025-06-08 09:35:00,2.204675,2.204598798571783,2.2066,2.2021,0,0,0.005156639445343535,False,False,1.0
1970-01-01 00:00:00.000000034,1749375600,48385,2025-06-08 09:40:00,2.20525,2.204636899285892,2.2069,2.2046,0,0,0.005170925159629247,False,False,2.0
1970-01-01 00:00:00.000000035,1749375900,72033,2025-06-08 09:45:00,2.208075,2.204943449642946,2.2118,2.2044,0,0,0.00533699658820067,True,False,3.0
1970-01-01 00:00:00.000000036,1749376200,55456,2025-06-08 09:50:00,2.210175,2.206509224821473,2.2119,2.206509224821473,0,0,0.005397803742965073,False,False,1.0
1970-01-01 00:00:00.000000037,1749376500,19001,2025-06-08 09:55:00,2.20925,2.2083421124107367,2.2106,2.2083,0,0,0.005233518028679361,False,False,2.0
1970-01-01 00:00:00.000000038,1749376800,79347,2025-06-08 10:00:00,2.209125,2.2087960562053683,2.2112,2.2055,0,0,0.005319232314393669,False,False,3.0
1970-01-01 00:00:00.000000039,1749377100,88409,2025-06-08 10:05:00,2.2086750000000004,2.208960528102684,2.212,2.2058,0,0,0.005360303742965129,False,False,4.0
1970-01-01 00:00:00.000000040,1749377400,49260,2025-06-08 10:10:00,2.208425,2.208817764051342,2.2115,2.2063,0,0,0.005382002515233765,False,False,5.0
1970-01-01 00:00:00.000000041,1749377700,118435,2025-06-08 10:15:00,2.211625,2.208621382025671,2.215,2.208621382025671,0,0,0.005458923329939517,False,False,6.0
1970-01-01 00:00:00.000000042,1749378000,42013,2025-06-08 10:20:00,2.211825,2.2101231910128356,2.2143,2.2099,0,0,0.005383098023006675,True,False,7.0
1970-01-01 00:00:00.000000043,1749378300,39627,2025-06-08 10:25:00,2.2094,2.210974095506418,2.211,2.2077,0,0,0.005292026594435236,False,False,1.0
1970-01-01 00:00:00.000000044,1749378600,24685,2025-06-08 10:30:00,2.207875,2.210187047753209,2.210187047753209,2.2069,0,0,0.005321458576807293,False,False,1.0
1970-01-01 00:00:00.000000045,1749378900,46378,2025-06-08 10:35:00,2.20765,2.209031023876604,2.2094,2.2064,0,0,0.004721458576807296,False,True,2.0
1970-01-01 00:00:00.000000046,1749379200,43721,2025-06-08 10:40:00,2.2072249999999998,2.208340511938302,2.208340511938302,2.2048,0,0,0.00456559534785983,False,False,1.0
1970-01-01 00:00:00.000000047,1749379500,72352,2025-06-08 10:45:00,2.208075,2.207782755969151,2.2108,2.2047,0,0,0.004679881062145563,False,False,2.0
